Name,rate,stock,currentStock,outStock,Date
Senna,1,314,314,0,2024-10-12T02:54:18.777809
Metoclopramide,50,491,491,0,2024-10-12T02:54:18.777809
Famotidine,58,458,458,0,2024-10-12T02:54:18.793319
Cimetidine,65,461,461,0,2024-10-12T02:54:18.793319
Doxylamine,9,273,273,0,2024-10-12T02:54:18.808943
Diphenhydramine,99,179,179,0,2024-10-12T02:54:18.808943
Hydroxyzine,96,130,130,0,2024-10-12T02:54:18.824687
Loperamide,37,176,176,0,2024-10-12T02:54:18.824687
Imodium,70,192,192,0,2024-10-12T02:54:18.824687
Nexium,84,220,220,0,2024-10-12T02:54:18.840196
Pantoprazole,61,83,83,0,2024-10-12T02:54:18.840196
Rabeprazole,42,456,456,0,2024-10-12T02:54:18.855869
Tamsulosin,71,11,11,0,2024-10-12T02:54:18.855869
Finasteride,62,157,157,0,2024-10-12T02:54:18.855869
Dutasteride,13,276,276,0,2024-10-12T02:54:18.871445
Sildenfil,91,464,464,0,2024-10-12T02:54:18.871445
Vardenafil,53,298,298,0,2024-10-12T02:54:18.887149
Valsartan,74,81,81,0,2024-10-12T02:54:18.887149
Irbesartan,73,165,165,0,2024-10-12T02:54:18.887149
Candesartan,42,12,12,0,2024-10-12T02:54:18.902697
Telmisartan,86,22,22,0,2024-10-12T02:54:18.902697
Nimodipine,45,204,204,0,2024-10-12T02:54:18.918412
Felodipine,86,33,33,0,2024-10-12T02:54:18.918412
Amlodipine,87,283,283,0,2024-10-12T02:54:18.933952
Diltiazem,49,307,307,0,2024-10-12T02:54:18.933952
Nifedipine,23,106,106,0,2024-10-12T02:54:18.933952
Verapamil,10,429,429,0,2024-10-12T02:54:18.949607
Trandolapril,81,47,47,0,2024-10-12T02:54:18.949607
Perindopril,80,230,230,0,2024-10-12T02:54:18.965197
Ramipril,78,274,274,0,2024-10-12T02:54:18.965197
Benazepril,48,295,295,0,2024-10-12T02:54:18.980852
Eplerenone,9,50,50,0,2024-10-12T02:54:18.980852
Spironolactone,41,387,387,0,2024-10-12T02:54:18.980852
Amiodarone,36,158,158,0,2024-10-12T02:54:18.996445
Digoxin,35,417,417,0,2024-10-12T02:54:18.996445
Disopyramide,77,95,95,0,2024-10-12T02:54:19.012070
Dronedarone,24,482,482,0,2024-10-12T02:54:19.012070
Isosorbide dinitrate,7,71,71,0,2024-10-12T02:54:19.027693
Nitroglycerin,55,315,315,0,2024-10-12T02:54:19.027693
Amyl nitrite,70,268,268,0,2024-10-12T02:54:19.043446
Candesartan,46,356,356,0,2024-10-12T02:54:19.043446
Atorvastatin,21,190,190,0,2024-10-12T02:54:19.043446
Rosuvastatin,25,463,463,0,2024-10-12T02:54:19.058980
Simvastatin,95,260,260,0,2024-10-12T02:54:19.058980
Lovastatin,58,256,256,0,2024-10-12T02:54:19.074574
Pravastatin,53,144,144,0,2024-10-12T02:54:19.074574
Fluvastatin,76,142,142,0,2024-10-12T02:54:19.090219
Ezetimibe,33,392,392,0,2024-10-12T02:54:19.090219
Cholestyramine,66,314,314,0,2024-10-12T02:54:19.090219
Colesevelam,58,445,445,0,2024-10-12T02:54:19.105840
Colestipol,75,419,419,0,2024-10-12T02:54:19.105840
Niacin,1,396,396,0,2024-10-12T02:54:19.121528
Omega-3 fatty acids,40,314,314,0,2024-10-12T02:54:19.121528
Fenofibrate,55,194,194,0,2024-10-12T02:54:19.121528
Omega-3 acid ethyl esters,27,108,108,0,2024-10-12T02:54:19.137070
Propranolol,5,3,3,0,2024-10-12T02:54:19.137070
Atenolol,98,279,279,0,2024-10-12T02:54:19.152694
Metoprolol,19,70,70,0,2024-10-12T02:54:19.152694
Bisoprolol,89,179,179,0,2024-10-12T02:54:19.168406
Carvedilol,43,347,347,0,2024-10-12T02:54:19.168406
Sotalol,66,329,329,0,2024-10-12T02:54:19.183945
Nadolol,22,58,58,0,2024-10-12T02:54:19.183945
Timolol,41,42,42,0,2024-10-12T02:54:19.199579
Doxazosin,59,71,71,0,2024-10-12T02:54:19.199579
Terazosin,37,46,46,0,2024-10-12T02:54:19.199579
Prazosin,73,113,113,0,2024-10-12T02:54:19.215196
Atenolol,20,395,395,0,2024-10-12T02:54:19.215196
Amlodipine,63,82,82,0,2024-10-12T02:54:19.230867
Diltiazem,62,437,437,0,2024-10-12T02:54:19.230867
Nifedipine,41,121,121,0,2024-10-12T02:54:19.246459
Verapamil,91,46,46,0,2024-10-12T02:54:19.246459
Felodipine,64,474,474,0,2024-10-12T02:54:19.246459
Sildenafil,34,56,56,0,2024-10-12T02:54:19.262071
Tadalafil,22,28,28,0,2024-10-12T02:54:19.262071
Vardenafil,32,490,490,0,2024-10-12T02:54:19.277693
Finasteride,63,181,181,0,2024-10-12T02:54:19.277693
Dutasteride,90,231,231,0,2024-10-12T02:54:19.293319
Efinaconazole,62,244,244,0,2024-10-12T02:54:19.293319
Fluconazole,31,42,42,0,2024-10-12T02:54:19.308945
Ketoconazole,60,141,141,0,2024-10-12T02:54:19.308945
Miconazole,9,144,144,0,2024-10-12T02:54:19.308945
Voriconazole,94,252,252,0,2024-10-12T02:54:19.324571
Caspofungin,6,372,372,0,2024-10-12T02:54:19.324571
Anidulafungin,28,333,333,0,2024-10-12T02:54:19.340217
Micafungin,70,225,225,0,2024-10-12T02:54:19.340217
Nystatin,18,374,374,0,2024-10-12T02:54:19.355831
Amphotericin B,69,156,156,0,2024-10-12T02:54:19.355831
Terbinafine,72,344,344,0,2024-10-12T02:54:19.371445
Itraconazole,2,119,119,0,2024-10-12T02:54:19.387239
Posaconazole,61,131,131,0,2024-10-12T02:54:19.387239
Clotrimazole,38,356,356,0,2024-10-12T02:54:19.402787
Boric acid,10,119,119,0,2024-10-12T02:54:19.418321
Fluorouracil,7,189,189,0,2024-10-12T02:54:19.434056
Doxorubicin,20,480,480,0,2024-10-12T02:54:19.434056
Cisplatin,20,193,193,0,2024-10-12T02:54:19.434056
Carboplatin,9,459,459,0,2024-10-12T02:54:19.449571
Methotrexate,100,295,295,0,2024-10-12T02:54:19.449571
Vincristine,91,4,4,0,2024-10-12T02:54:19.465216
Paclitaxel,58,142,142,0,2024-10-12T02:54:19.465216
Docetaxel,73,431,431,0,2024-10-12T02:54:19.480826
Etoposide,34,240,240,0,2024-10-12T02:54:19.480826
Tamoxifen,73,100,100,0,2024-10-12T02:54:19.496462
Letrozole,30,140,140,0,2024-10-12T02:54:19.496462
Anastrozole,12,53,53,0,2024-10-12T02:54:19.512161
Trastuzumab,12,219,219,0,2024-10-12T02:54:19.512161
Rituximab,4,333,333,0,2024-10-12T02:54:19.512161
Bevacizumab,42,445,445,0,2024-10-12T02:54:19.527749
Nivolumab,1,384,384,0,2024-10-12T02:54:19.527749
Pembrolizumab,23,414,414,0,2024-10-12T02:54:19.543441
Atezolizumab,31,482,482,0,2024-10-12T02:54:19.543441
Ipilimumab,100,243,243,0,2024-10-12T02:54:19.543441
Tositumomab,23,50,50,0,2024-10-12T02:54:19.558946
Alemtuzumab,29,174,174,0,2024-10-12T02:54:19.558946
Elotuzumab,43,283,283,0,2024-10-12T02:54:19.574575
Brentuximab vedotin,95,274,274,0,2024-10-12T02:54:19.574575
Carfilzomib,1,399,399,0,2024-10-12T02:54:19.590319
Bortezomib,75,405,405,0,2024-10-12T02:54:19.590319
Thalidomide,40,459,459,0,2024-10-12T02:54:19.605852
Lenalidomide,32,379,379,0,2024-10-12T02:54:19.605852
Pomalidomide,28,70,70,0,2024-10-12T02:54:19.605852
Acalabrutinib,41,46,46,0,2024-10-12T02:54:19.621446
Ibrutinib,6,446,446,0,2024-10-12T02:54:19.621446
Idelalisib,82,250,250,0,2024-10-12T02:54:19.637121
Venetoclax,44,480,480,0,2024-10-12T02:54:19.637121
Dasatinib,26,133,133,0,2024-10-12T02:54:19.652694
Imatinib,74,33,33,0,2024-10-12T02:54:19.652694
Nilotinib,29,440,440,0,2024-10-12T02:54:19.668327
Bosutinib,83,280,280,0,2024-10-12T02:54:19.668327
Tafasitamab,75,100,100,0,2024-10-12T02:54:19.683944
Zanubrutinib,38,117,117,0,2024-10-12T02:54:19.683944
Ofatumumab,39,349,349,0,2024-10-12T02:54:19.683944
Obinutuzumab,56,424,424,0,2024-10-12T02:54:19.699738
Ruxolitinib,36,301,301,0,2024-10-12T02:54:19.699738
Fedratinib,94,44,44,0,2024-10-12T02:54:19.715438
Clofarabine,57,232,232,0,2024-10-12T02:54:19.715438
Nelarabine,97,115,115,0,2024-10-12T02:54:19.731092
Etoposide,17,1,1,0,2024-10-12T02:54:19.731092
Fludarabine,11,55,55,0,2024-10-12T02:54:19.731092
Deferasirox,8,390,390,0,2024-10-12T02:54:19.746634
Deferoxamine,53,43,43,0,2024-10-12T02:54:19.746634
Iron sucrose,62,341,341,0,2024-10-12T02:54:19.762359
Ferrous gluconate,78,311,311,0,2024-10-12T02:54:19.762359
Rho(D) immune globulin,92,475,475,0,2024-10-12T02:54:19.762359
Anti-D immunoglobulin,32,333,333,0,2024-10-12T02:54:19.777980
Immunoglobulin,48,453,453,0,2024-10-12T02:54:19.777980
Rituximab,24,117,117,0,2024-10-12T02:54:19.793633
Adalimumab,79,344,344,0,2024-10-12T02:54:19.793633
Infliximab,15,201,201,0,2024-10-12T02:54:19.793633
Certolizumab pegol,10,64,64,0,2024-10-12T02:54:19.809143
Golimumab,48,39,39,0,2024-10-12T02:54:19.809143
Abatacept,71,128,128,0,2024-10-12T02:54:19.824814
Tocilizumab,44,109,109,0,2024-10-12T02:54:19.824814
Sarilumab,57,257,257,0,2024-10-12T02:54:19.840380
Dupilumab,100,268,268,0,2024-10-12T02:54:19.840380
Eculizumab,5,184,184,0,2024-10-12T02:54:19.840380
Belimumab,53,193,193,0,2024-10-12T02:54:19.856005
Natalizumab,19,283,283,0,2024-10-12T02:54:19.856005
Ocrelizumab,13,149,149,0,2024-10-12T02:54:19.871683
Alemtuzumab,31,437,437,0,2024-10-12T02:54:19.871683
Bortezomib,22,220,220,0,2024-10-12T02:54:19.887938
Carfilzomib,13,13,13,0,2024-10-12T02:54:19.887938
Ixazomib,91,120,120,0,2024-10-12T02:54:19.887938
Elotuzumab,61,446,446,0,2024-10-12T02:54:19.902949
Daratumumab,92,454,454,0,2024-10-12T02:54:19.902949
Tisagenlecleucel,96,464,464,0,2024-10-12T02:54:19.918687
Axicabtagene ciloleucel,43,380,380,0,2024-10-12T02:54:19.918687
Luspatercept,90,131,131,0,2024-10-12T02:54:19.918687
Gilteritinib,17,423,423,0,2024-10-12T02:54:19.934215
Crizotinib,67,130,130,0,2024-10-12T02:54:19.934215
Alectinib,68,153,153,0,2024-10-12T02:54:19.949927
Brigatinib,24,104,104,0,2024-10-12T02:54:19.949927
Lorlatinib,30,41,41,0,2024-10-12T02:54:19.965553
Entrectinib,29,408,408,0,2024-10-12T02:54:19.965553
Trametinib,98,412,412,0,2024-10-12T02:54:19.981092
Dabrafenib,19,466,466,0,2024-10-12T02:54:19.981092
Vemurafenib,65,8,8,0,2024-10-12T02:54:19.981092
Cobimetinib,18,151,151,0,2024-10-12T02:54:19.996802
Selumetinib,69,399,399,0,2024-10-12T02:54:19.996802
Pazopanib,2,337,337,0,2024-10-12T02:54:20.012334
Sunitinib,74,252,252,0,2024-10-12T02:54:20.012334
Sorafenib,22,451,451,0,2024-10-12T02:54:20.027957
Axitinib,46,291,291,0,2024-10-12T02:54:20.027957
Regorafenib,74,184,184,0,2024-10-12T02:54:20.027957
Lenvatinib,96,209,209,0,2024-10-12T02:54:20.043644
Atezolizumab,85,104,104,0,2024-10-12T02:54:20.043644
Durvalumab,29,487,487,0,2024-10-12T02:54:20.059208
Nivolumab,88,280,280,0,2024-10-12T02:54:20.059208
Pembrolizumab,88,140,140,0,2024-10-12T02:54:20.074929
Ipilimumab,25,248,248,0,2024-10-12T02:54:20.074929
Mefloquine,81,105,105,0,2024-10-12T02:54:20.090495
Atovaquone/Proguanil,37,436,436,0,2024-10-12T02:54:20.090495
Chloroquine,97,442,442,0,2024-10-12T02:54:20.106085
Quinine,24,391,391,0,2024-10-12T02:54:20.106085
Artemether/Lumefantrine,66,353,353,0,2024-10-12T02:54:20.106085
Doxycycline,59,148,148,0,2024-10-12T02:54:20.121713
Primaquine,26,223,223,0,2024-10-12T02:54:20.121713
Malarone,53,395,395,0,2024-10-12T02:54:20.137414
Hydroxychloroquine,54,238,238,0,2024-10-12T02:54:20.153122
Amanita muscaria,87,123,123,0,2024-10-12T02:54:20.168669
Dexamethasone,46,175,175,0,2024-10-12T02:54:20.168669
Griseofulvin,47,471,471,0,2024-10-12T02:54:20.168669
Fluconazole,61,30,30,0,2024-10-12T02:54:20.184207
Voriconazole,4,370,370,0,2024-10-12T02:54:20.184207
Liposomal amphotericin B,9,91,91,0,2024-10-12T02:54:20.199924
Caspofungin,83,149,149,0,2024-10-12T02:54:20.199924
Micafungin,90,418,418,0,2024-10-12T02:54:20.215581
Anidulafungin,38,359,359,0,2024-10-12T02:54:20.215581
Nystatin,57,373,373,0,2024-10-12T02:54:20.215581
Terbinafine,85,301,301,0,2024-10-12T02:54:20.231082
Zidovudine,67,266,266,0,2024-10-12T02:54:20.231082
Didanosine,35,256,256,0,2024-10-12T02:54:20.246706
Stavudine,59,408,408,0,2024-10-12T02:54:20.246706
Zalcitabine,60,5,5,0,2024-10-12T02:54:20.262386
Lopinavir/ritonavir,22,473,473,0,2024-10-12T02:54:20.262386
Efavirenz,91,67,67,0,2024-10-12T02:54:20.262386
Nevirapine,28,396,396,0,2024-10-12T02:54:20.277975
Saquinavir,67,339,339,0,2024-10-12T02:54:20.277975
Indinavir,53,453,453,0,2024-10-12T02:54:20.293584
Nelfinavir,71,390,390,0,2024-10-12T02:54:20.293584
Tipranavir,62,103,103,0,2024-10-12T02:54:20.309213
Fosamprenavir,17,141,141,0,2024-10-12T02:54:20.309213
Rilpivirine,69,41,41,0,2024-10-12T02:54:20.324844
Elvitegravir,12,88,88,0,2024-10-12T02:54:20.324844
Dolutegravir,71,137,137,0,2024-10-12T02:54:20.340510
Bictegravir,53,360,360,0,2024-10-12T02:54:20.340510
Maraviroc,85,434,434,0,2024-10-12T02:54:20.340510
Enfuvirtide,88,66,66,0,2024-10-12T02:54:20.356083
Cobicistat,78,22,22,0,2024-10-12T02:54:20.356083
Tenofovir,48,284,284,0,2024-10-12T02:54:20.371709
Adefovir,14,95,95,0,2024-10-12T02:54:20.371709
Emtricitabine,28,156,156,0,2024-10-12T02:54:20.371709
Lamivudine,90,390,390,0,2024-10-12T02:54:20.387332
Abacavir,4,171,171,0,2024-10-12T02:54:20.387332
Truvada,29,329,329,0,2024-10-12T02:54:20.403042
Descovy,40,128,128,0,2024-10-12T02:54:20.403042
HIV-1 protease inhibitors,71,490,490,0,2024-10-12T02:54:20.418701
NRTIs,2,263,263,0,2024-10-12T02:54:20.418701
NNRTIs,89,389,389,0,2024-10-12T02:54:20.418701
Integrase inhibitors,59,213,213,0,2024-10-12T02:54:20.434209
Entry inhibitors,57,319,319,0,2024-10-12T02:54:20.434209
Fusion inhibitors,8,362,362,0,2024-10-12T02:54:20.449832
HCV direct-acting antiviral agents,17,318,318,0,2024-10-12T02:54:20.449832
Simeprevir,57,108,108,0,2024-10-12T02:54:20.465456
Sofosbuvir,48,336,336,0,2024-10-12T02:54:20.465456
Ledipasvir,90,69,69,0,2024-10-12T02:54:20.465456
Velpatasvir,81,448,448,0,2024-10-12T02:54:20.481084
Glecaprevir,93,199,199,0,2024-10-12T02:54:20.481084
Pibrentasvir,87,296,296,0,2024-10-12T02:54:20.496786
Ribavirin,51,455,455,0,2024-10-12T02:54:20.496786
Interferon alpha,20,286,286,0,2024-10-12T02:54:20.512461
Peginterferon,3,161,161,0,2024-10-12T02:54:20.543732
Fingolimod,43,83,83,0,2024-10-12T02:54:20.699846
Dimethyl fumarate,79,300,300,0,2024-10-12T02:54:20.699846
Teriflunomide,71,416,416,0,2024-10-12T02:54:20.715947
Natalizumab,47,406,406,0,2024-10-12T02:54:20.715947
Ocrelizumab,40,97,97,0,2024-10-12T02:54:20.731589
Alemtuzumab,65,251,251,0,2024-10-12T02:54:20.731589
Rituximab,80,453,453,0,2024-10-12T02:54:20.747213
Mitoxantrone,80,35,35,0,2024-10-12T02:54:20.747213
Dalfampridine,11,198,198,0,2024-10-12T02:54:20.763489
Cladribine,26,103,103,0,2024-10-12T02:54:20.763489
OnabotulinumtoxinA,62,207,207,0,2024-10-12T02:54:20.778678
Baclofen,71,197,197,0,2024-10-12T02:54:20.778678
Gabapentin,97,232,232,0,2024-10-12T02:54:20.794435
Pregabalin,51,27,27,0,2024-10-12T02:54:20.794435
Carbamazepine,50,265,265,0,2024-10-12T02:54:20.794435
Phenytoin,23,477,477,0,2024-10-12T02:54:20.809959
Divalproex sodium,30,28,28,0,2024-10-12T02:54:20.809959
Lamotrigine,2,486,486,0,2024-10-12T02:54:20.825583
Topiramate,73,438,438,0,2024-10-12T02:54:20.825583
Zonisamide,7,344,344,0,2024-10-12T02:54:20.825583
Levetiracetam,14,326,326,0,2024-10-12T02:54:20.841209
Lacosamide,88,197,197,0,2024-10-12T02:54:20.841209
Rufinamide,55,311,311,0,2024-10-12T02:54:20.856873
Eslicarbazepine,74,70,70,0,2024-10-12T02:54:20.860649
Perampanel,28,104,104,0,2024-10-12T02:54:20.860649
Valproate,36,349,349,0,2024-10-12T02:54:20.872664
Ethosuximide,15,67,67,0,2024-10-12T02:54:20.872664
Cannabidiol,42,438,438,0,2024-10-12T02:54:20.888384
Benzodiazepines,78,99,99,0,2024-10-12T02:54:20.888384
Clonazepam,6,438,438,0,2024-10-12T02:54:20.888384
Diazepam,18,257,257,0,2024-10-12T02:54:20.903926
Lorazepam,90,278,278,0,2024-10-12T02:54:20.903926
Alprazolam,89,247,247,0,2024-10-12T02:54:20.919549
Clobazam,84,338,338,0,2024-10-12T02:54:20.919549
Chlordiazepoxide,93,207,207,0,2024-10-12T02:54:20.919549
Flurazepam,33,449,449,0,2024-10-12T02:54:20.935174
Temazepam,2,181,181,0,2024-10-12T02:54:20.935174
Midazolam,37,421,421,0,2024-10-12T02:54:20.950801
Oxazepam,8,130,130,0,2024-10-12T02:54:20.950801
Triazolam,56,336,336,0,2024-10-12T02:54:20.966425
Buspirone,72,379,379,0,2024-10-12T02:54:20.966425
Doxepin,33,111,111,0,2024-10-12T02:54:20.966425
Amitriptyline,23,52,52,0,2024-10-12T02:54:20.982050
Nortriptyline,70,256,256,0,2024-10-12T02:54:20.982050
Desipramine,85,248,248,0,2024-10-12T02:54:20.997673
Imipramine,34,356,356,0,2024-10-12T02:54:20.997673
Clomipramine,67,237,237,0,2024-10-12T02:54:20.997673
Trimipramine,98,27,27,0,2024-10-12T02:54:21.013298
Mirtazapine,25,36,36,0,2024-10-12T02:54:21.013298
Trazodone,24,63,63,0,2024-10-12T02:54:21.029004
Duloxetine,82,204,204,0,2024-10-12T02:54:21.029004
Venlafaxine,67,271,271,0,2024-10-12T02:54:21.029004
Fluoxetine,82,396,396,0,2024-10-12T02:54:21.044549
Citalopram,70,271,271,0,2024-10-12T02:54:21.044549
Escitalopram,57,83,83,0,2024-10-12T02:54:21.060211
Paroxetine,20,75,75,0,2024-10-12T02:54:21.060211
Sertraline,27,474,474,0,2024-10-12T02:54:21.075834
Bupropion,14,438,438,0,2024-10-12T02:54:21.075834
St. John's wort,17,355,355,0,2024-10-12T02:54:21.075834
L-tryptophan,41,352,352,0,2024-10-12T02:54:21.091425
S-adenosylmethionine,49,450,450,0,2024-10-12T02:54:21.091425
Omega-3 fatty acids,66,189,189,0,2024-10-12T02:54:21.107047
5-HTP,76,434,434,0,2024-10-12T02:54:21.107047
L-methylfolate,96,483,483,0,2024-10-12T02:54:21.122672
Lithium,3,68,68,0,2024-10-12T02:54:21.122672
Aripiprazole,50,491,491,0,2024-10-12T02:54:21.122672
Quetiapine,84,212,212,0,2024-10-12T02:54:21.138301
Olanzapine,19,197,197,0,2024-10-12T02:54:21.138301
Risperidone,26,247,247,0,2024-10-12T02:54:21.153922
Ziprasidone,50,485,485,0,2024-10-12T02:54:21.153922
Clozapine,64,377,377,0,2024-10-12T02:54:21.153922
Paliperidone,90,350,350,0,2024-10-12T02:54:21.169634
Brexpiprazole,81,165,165,0,2024-10-12T02:54:21.169634
Cariprazine,18,252,252,0,2024-10-12T02:54:21.185242
Lurasidone,92,344,344,0,2024-10-12T02:54:21.185242
Asenapine,76,417,417,0,2024-10-12T02:54:21.185242
Chlorpromazine,62,309,309,0,2024-10-12T02:54:21.200797
Thioridazine,86,449,449,0,2024-10-12T02:54:21.200797
Haloperidol,76,428,428,0,2024-10-12T02:54:21.216456
Fluphenazine,83,373,373,0,2024-10-12T02:54:21.216456
Perphenazine,46,156,156,0,2024-10-12T02:54:21.216456
Trifluoperazine,23,398,398,0,2024-10-12T02:54:21.232048
Molindone,66,446,446,0,2024-10-12T02:54:21.232048
Loxapine,52,347,347,0,2024-10-12T02:54:21.247708
Prochlorperazine,78,297,297,0,2024-10-12T02:54:21.247708
Thiothixene,27,91,91,0,2024-10-12T02:54:21.263299
Pimozide,3,195,195,0,2024-10-12T02:54:21.263299
Olanzapine/Fluoxetine,8,211,211,0,2024-10-12T02:54:21.263299
Ziprasidone,83,157,157,0,2024-10-12T02:54:21.278922
Naltrexone,49,297,297,0,2024-10-12T02:54:21.278922
Naloxone,24,181,181,0,2024-10-12T02:54:21.294633
Methadone,47,169,169,0,2024-10-12T02:54:21.294633
Buprenorphine,82,412,412,0,2024-10-12T02:54:21.310189
Suboxone,45,282,282,0,2024-10-12T02:54:21.310189
Varenicline,70,382,382,0,2024-10-12T02:54:21.310189
Acamprosate,26,487,487,0,2024-10-12T02:54:21.325806
Disulfiram,87,360,360,0,2024-10-12T02:54:21.325806
Topiramate,68,152,152,0,2024-10-12T02:54:21.341507
Gabapentin,56,274,274,0,2024-10-12T02:54:21.341507
Pregabalin,21,216,216,0,2024-10-12T02:54:21.357047
Lofexidine,24,54,54,0,2024-10-12T02:54:21.357047
Clonidine,96,474,474,0,2024-10-12T02:54:21.366960
Dexmedetomidine,93,426,426,0,2024-10-12T02:54:21.373603
Nitrous oxide,83,346,346,0,2024-10-12T02:54:21.373603
Ketamine,90,23,23,0,2024-10-12T02:54:21.388707
Propofol,64,278,278,0,2024-10-12T02:54:21.388707
Thiopental,2,475,475,0,2024-10-12T02:54:21.404347
Etomidate,68,373,373,0,2024-10-12T02:54:21.404347
Dexmedetomidine,40,279,279,0,2024-10-12T02:54:21.404347
Fentanyl,74,74,74,0,2024-10-12T02:54:21.419974
Sufentanil,49,351,351,0,2024-10-12T02:54:21.419974
Remifentanil,68,363,363,0,2024-10-12T02:54:21.435716
Morphine,14,244,244,0,2024-10-12T02:54:21.435716
Hydromorphone,65,225,225,0,2024-10-12T02:54:21.435716
Oxycodone,57,391,391,0,2024-10-12T02:54:21.451225
Hydrocodone,36,453,453,0,2024-10-12T02:54:21.451225
Methadone,4,370,370,0,2024-10-12T02:54:21.466848
Tramadol,29,322,322,0,2024-10-12T02:54:21.466848
Codeine,8,172,172,0,2024-10-12T02:54:21.466848
Meperidine,26,188,188,0,2024-10-12T02:54:21.482472
Tapentadol,98,227,227,0,2024-10-12T02:54:21.482472
Buprenorphine,47,118,118,0,2024-10-12T02:54:21.498101
Loperamide,32,120,120,0,2024-10-12T02:54:21.508097
Diphenoxylate/Atropine,49,435,435,0,2024-10-12T02:54:21.513904
Dextromethorphan,29,462,462,0,2024-10-12T02:54:21.513904
Baclofen,45,43,43,0,2024-10-12T02:54:21.513904
Zolpidem,22,98,98,0,2024-10-12T02:54:21.529540
Eszopiclone,98,369,369,0,2024-10-12T02:54:21.529540
Suvorexant,80,161,161,0,2024-10-12T02:54:21.545243
Ramelteon,1,491,491,0,2024-10-12T02:54:21.545243
Melatonin,89,499,499,0,2024-10-12T02:54:21.545243
Valerian root,25,43,43,0,2024-10-12T02:54:21.560790
Chamomile,32,41,41,0,2024-10-12T02:54:21.560790
Passionflower,90,460,460,0,2024-10-12T02:54:21.576414
Lavender,97,107,107,0,2024-10-12T02:54:21.580011
St. John's wort,5,404,404,0,2024-10-12T02:54:21.592528
Kava kava,41,400,400,0,2024-10-12T02:54:21.592528
Ginkgo biloba,44,345,345,0,2024-10-12T02:54:21.592528
5-HTP,40,414,414,0,2024-10-12T02:54:21.608264
L-tryptophan,36,334,334,0,2024-10-12T02:54:21.608264
Taurine,36,456,456,0,2024-10-12T02:54:21.623788
Magnesium,18,337,337,0,2024-10-12T02:54:21.629639
Omega-3 fatty acids,71,391,391,0,2024-10-12T02:54:21.629639
Coenzyme Q10,45,395,395,0,2024-10-12T02:54:21.643948
Resveratrol,86,60,60,0,2024-10-12T02:54:21.643948
Curcumin,44,438,438,0,2024-10-12T02:54:21.655460
Glutathione,61,415,415,0,2024-10-12T02:54:21.655460
N-acetylcysteine,81,399,399,0,2024-10-12T02:54:21.671096
Vitamin D,34,407,407,0,2024-10-12T02:54:21.671096
Vitamin B12,69,188,188,0,2024-10-12T02:54:21.671096
Folic acid,79,211,211,0,2024-10-12T02:54:21.686718
Zinc,21,281,281,0,2024-10-12T02:54:21.686718
Selenium,93,267,267,0,2024-10-12T02:54:21.702431
Iron,86,13,13,0,2024-10-12T02:54:21.702431
Calcium,80,22,22,0,2024-10-12T02:54:21.702431
Potassium,92,175,175,0,2024-10-12T02:54:21.717976
Sodium,47,61,61,0,2024-10-12T02:54:21.717976
Chloride,52,206,206,0,2024-10-12T02:54:21.733710
Magnesium,34,414,414,0,2024-10-12T02:54:21.733710
Phosphate,70,4,4,0,2024-10-12T02:54:21.733710
Choline,32,179,179,0,2024-10-12T02:54:21.749308
Inositol,77,169,169,0,2024-10-12T02:54:21.749308
Vitamin A,40,155,155,0,2024-10-12T02:54:21.764932
Vitamin C,15,355,355,0,2024-10-12T02:54:21.764932
Vitamin E,48,354,354,0,2024-10-12T02:54:21.764932
Vitamin K,73,24,24,0,2024-10-12T02:54:21.780471
Probiotics,69,92,92,0,2024-10-12T02:54:21.780471
Prebiotics,14,192,192,0,2024-10-12T02:54:21.796175
Digestive enzymes,7,316,316,0,2024-10-12T02:54:21.796175
Omega-3 fish oil,81,492,492,0,2024-10-12T02:54:21.811718
Alpha-lipoic acid,68,282,282,0,2024-10-12T02:54:21.811718
Quercetin,81,234,234,0,2024-10-12T02:54:21.811718
Turmeric,20,370,370,0,2024-10-12T02:54:21.827423
Milk thistle,35,356,356,0,2024-10-12T02:54:21.827423
Ginger,92,481,481,0,2024-10-12T02:54:21.843011
Echinacea,15,388,388,0,2024-10-12T02:54:21.843011
Garlic,15,31,31,0,2024-10-12T02:54:21.843011
Onion,91,463,463,0,2024-10-12T02:54:21.858605
Thyme,81,23,23,0,2024-10-12T02:54:21.858605
Oregano,83,494,494,0,2024-10-12T02:54:21.874218
Rosemary,74,429,429,0,2024-10-12T02:54:21.874218
Basil,84,96,96,0,2024-10-12T02:54:21.874218
Cinnamon,55,29,29,0,2024-10-12T02:54:21.889940
Cloves,10,354,354,0,2024-10-12T02:54:21.889940
Black seed oil,2,124,124,0,2024-10-12T02:54:21.905483
Grapeseed extract,9,373,373,0,2024-10-12T02:54:21.905483
Pomegranate extract,96,130,130,0,2024-10-12T02:54:21.905483
Green tea extract,71,422,422,0,2024-10-12T02:54:21.921094
Hyaluronic acid,5,288,288,0,2024-10-12T02:54:21.921094
L-Carnitine,64,396,396,0,2024-10-12T02:54:21.936813
Creatine,5,374,374,0,2024-10-12T02:54:21.936813
Beta-alanine,80,465,465,0,2024-10-12T02:54:21.936813
Arginine,18,288,288,0,2024-10-12T02:54:21.952428
Citrulline,92,296,296,0,2024-10-12T02:54:21.952428
Glutamine,43,467,467,0,2024-10-12T02:54:21.967968
